"Alue,""Tulotyyppi"",""2017"""
"091 353 Tuomarinkartano,""Valtionveronalaiset tulot e / henkilo"",.."
"091 353 Tuomarinkartano,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 353 Tuomarinkartano,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 353 Tuomarinkartano,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 353 Tuomarinkartano,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",.."
"091 353 Tuomarinkartano,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",.."
"091 353 Tuomarinkartano,""Kunnallisverotuksessa verotettava tulo e / henkilo"",.."
"091 501 Latokartanon peruspiiri,""Asuntokunnat"",12584"
"091 501 Latokartanon peruspiiri,""Henkilot"",24890"
"091 501 Latokartanon peruspiiri,""Valtionveronalaiset tulot yhteensa 100 e"",5850753"
"091 501 Latokartanon peruspiiri,""Valtionveronalaiset tulot e / asuntokunta"",46494"
"091 501 Latokartanon peruspiiri,""Valtionveronalaiset tulot e / henkilo"",23506"
"091 501 Latokartanon peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",5670957"
"091 501 Latokartanon peruspiiri,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",45065"
"091 501 Latokartanon peruspiiri,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",22784"
"091 501 Latokartanon peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",4530029"
"091 501 Latokartanon peruspiiri,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",35998"
"091 501 Latokartanon peruspiiri,""Kunnallisverotuksessa verotettava tulo e / henkilo"",18200"
"091 361 Viikinranta,""Asuntokunnat"",637"
"091 361 Viikinranta,""Henkilot"",1295"
"091 361 Viikinranta,""Valtionveronalaiset tulot yhteensa 100 e"",501189"
"091 361 Viikinranta,""Valtionveronalaiset tulot e / asuntokunta"",78680"
"091 361 Viikinranta,""Valtionveronalaiset tulot e / henkilo"",38702"
"091 361 Viikinranta,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",468543"
"091 361 Viikinranta,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",73555"
"091 361 Viikinranta,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",36181"
"091 361 Viikinranta,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",402254"
"091 361 Viikinranta,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",63148"
"091 361 Viikinranta,""Kunnallisverotuksessa verotettava tulo e / henkilo"",31062"
"091 362 Latokartano,""Asuntokunnat"",4465"
"091 362 Latokartano,""Henkilot"",9763"
"091 362 Latokartano,""Valtionveronalaiset tulot yhteensa 100 e"",2309035"
"091 362 Latokartano,""Valtionveronalaiset tulot e / asuntokunta"",51714"
"091 362 Latokartano,""Valtionveronalaiset tulot e / henkilo"",23651"
"091 362 Latokartano,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",2244879"
"091 362 Latokartano,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",50277"
"091 362 Latokartano,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",22994"
"091 362 Latokartano,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",1812410"
"091 362 Latokartano,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",40591"
"091 362 Latokartano,""Kunnallisverotuksessa verotettava tulo e / henkilo"",18564"
"091 363 Viikin tiedepuisto,""Asuntokunnat"",630"
"091 363 Viikin tiedepuisto,""Henkilot"",1131"
"091 363 Viikin tiedepuisto,""Valtionveronalaiset tulot yhteensa 100 e"",189561"
"091 363 Viikin tiedepuisto,""Valtionveronalaiset tulot e / asuntokunta"",30089"
"091 363 Viikin tiedepuisto,""Valtionveronalaiset tulot e / henkilo"",16760"
"091 363 Viikin tiedepuisto,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",185550"
"091 363 Viikin tiedepuisto,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",29452"
"091 363 Viikin tiedepuisto,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",16406"
"091 363 Viikin tiedepuisto,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",127195"
"091 363 Viikin tiedepuisto,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",20190"
"091 363 Viikin tiedepuisto,""Kunnallisverotuksessa verotettava tulo e / henkilo"",11246"
"091 364 Viikinmaki,""Asuntokunnat"",1296"
"091 364 Viikinmaki,""Henkilot"",2699"
"091 364 Viikinmaki,""Valtionveronalaiset tulot yhteensa 100 e"",672147"
"091 364 Viikinmaki,""Valtionveronalaiset tulot e / asuntokunta"",51863"
"091 364 Viikinmaki,""Valtionveronalaiset tulot e / henkilo"",24904"
"091 364 Viikinmaki,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",655818"
"091 364 Viikinmaki,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",50603"
"091 364 Viikinmaki,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",24299"
"091 364 Viikinmaki,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",531988"
"091 364 Viikinmaki,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",41048"
"091 364 Viikinmaki,""Kunnallisverotuksessa verotettava tulo e / henkilo"",19711"
"091 383 Pihlajamaki,""Asuntokunnat"",4060"
"091 383 Pihlajamaki,""Henkilot"",7363"
"091 383 Pihlajamaki,""Valtionveronalaiset tulot yhteensa 100 e"",1619304"
"091 383 Pihlajamaki,""Valtionveronalaiset tulot e / asuntokunta"",39884"
"091 383 Pihlajamaki,""Valtionveronalaiset tulot e / henkilo"",21992"
"091 383 Pihlajamaki,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1573797"
"091 383 Pihlajamaki,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",38763"
"091 383 Pihlajamaki,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",21374"
"091 383 Pihlajamaki,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",1233411"
"091 383 Pihlajamaki,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",30380"
"091 383 Pihlajamaki,""Kunnallisverotuksessa verotettava tulo e / henkilo"",16751"
"091 386 Pihlajisto,""Asuntokunnat"",1496"
"091 386 Pihlajisto,""Henkilot"",2639"
"091 386 Pihlajisto,""Valtionveronalaiset tulot yhteensa 100 e"",559517"
"091 386 Pihlajisto,""Valtionveronalaiset tulot e / asuntokunta"",37401"
"091 386 Pihlajisto,""Valtionveronalaiset tulot e / henkilo"",21202"
"091 386 Pihlajisto,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",542370"
"091 386 Pihlajisto,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",36255"
"091 386 Pihlajisto,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",20552"
"091 386 Pihlajisto,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",422770"
"091 386 Pihlajisto,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",28260"
"091 386 Pihlajisto,""Kunnallisverotuksessa verotettava tulo e / henkilo"",16020"
"091 502 Pukinmaen peruspiiri,""Asuntokunnat"",4514"
"091 502 Pukinmaen peruspiiri,""Henkilot"",8348"
"091 502 Pukinmaen peruspiiri,""Valtionveronalaiset tulot yhteensa 100 e"",1938064"
"091 502 Pukinmaen peruspiiri,""Valtionveronalaiset tulot e / asuntokunta"",42935"
"091 502 Pukinmaen peruspiiri,""Valtionveronalaiset tulot e / henkilo"",23216"
"091 502 Pukinmaen peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1876476"
"091 502 Pukinmaen peruspiiri,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",41570"
"091 502 Pukinmaen peruspiiri,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",22478"
"091 502 Pukinmaen peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",1493717"
"091 502 Pukinmaen peruspiiri,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",33091"
"091 502 Pukinmaen peruspiiri,""Kunnallisverotuksessa verotettava tulo e / henkilo"",17893"
"091 370 Pukinmaki,""Asuntokunnat"",4514"
"091 370 Pukinmaki,""Henkilot"",8348"
"091 370 Pukinmaki,""Valtionveronalaiset tulot yhteensa 100 e"",1938064"
"091 370 Pukinmaki,""Valtionveronalaiset tulot e / asuntokunta"",42935"
"091 370 Pukinmaki,""Valtionveronalaiset tulot e / henkilo"",23216"
"091 370 Pukinmaki,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1876476"
"091 370 Pukinmaki,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",41570"
"091 370 Pukinmaki,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",22478"
"091 370 Pukinmaki,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",1493717"
"091 370 Pukinmaki,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",33091"
"091 370 Pukinmaki,""Kunnallisverotuksessa verotettava tulo e / henkilo"",17893"
"091 503 Malmin peruspiiri,""Asuntokunnat"",14228"
"091 503 Malmin peruspiiri,""Henkilot"",28869"
"091 503 Malmin peruspiiri,""Valtionveronalaiset tulot yhteensa 100 e"",7552719"
"091 503 Malmin peruspiiri,""Valtionveronalaiset tulot e / asuntokunta"",53083"
"091 503 Malmin peruspiiri,""Valtionveronalaiset tulot e / henkilo"",26162"
"091 503 Malmin peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",7161726"
"091 503 Malmin peruspiiri,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",50335"
"091 503 Malmin peruspiiri,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",24808"
"091 503 Malmin peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",5816549"
"091 503 Malmin peruspiiri,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",40881"
"091 503 Malmin peruspiiri,""Kunnallisverotuksessa verotettava tulo e / henkilo"",20148"
"091 381 Yla-Malmi,""Asuntokunnat"",3648"
"091 381 Yla-Malmi,""Henkilot"",6410"
"091 381 Yla-Malmi,""Valtionveronalaiset tulot yhteensa 100 e"",1392169"
"091 381 Yla-Malmi,""Valtionveronalaiset tulot e / asuntokunta"",38163"
"091 381 Yla-Malmi,""Valtionveronalaiset tulot e / henkilo"",21719"
"091 381 Yla-Malmi,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1343879"
"091 381 Yla-Malmi,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",36839"
"091 381 Yla-Malmi,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",20965"
"091 381 Yla-Malmi,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",1043652"
"091 381 Yla-Malmi,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",28609"
"091 381 Yla-Malmi,""Kunnallisverotuksessa verotettava tulo e / henkilo"",16282"
"091 382 Ala-Malmi,""Asuntokunnat"",3055"
"091 382 Ala-Malmi,""Henkilot"",6005"
"091 382 Ala-Malmi,""Valtionveronalaiset tulot yhteensa 100 e"",1282103"
"091 382 Ala-Malmi,""Valtionveronalaiset tulot e / asuntokunta"",41967"
"091 382 Ala-Malmi,""Valtionveronalaiset tulot e / henkilo"",21351"
"091 382 Ala-Malmi,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1247123"
"091 382 Ala-Malmi,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",40822"
"091 382 Ala-Malmi,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",20768"
"091 382 Ala-Malmi,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",978565"
"091 382 Ala-Malmi,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",32032"
"091 382 Ala-Malmi,""Kunnallisverotuksessa verotettava tulo e / henkilo"",16296"
"091 384 Tattariharju,""Asuntokunnat"",.."
"091 384 Tattariharju,""Henkilot"",.."
"091 384 Tattariharju,""Valtionveronalaiset tulot yhteensa 100 e"",.."
"091 384 Tattariharju,""Valtionveronalaiset tulot e / asuntokunta"",.."
"091 384 Tattariharju,""Valtionveronalaiset tulot e / henkilo"",.."
"091 384 Tattariharju,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 384 Tattariharju,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 384 Tattariharju,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 384 Tattariharju,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",.."
"091 384 Tattariharju,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",.."
"091 384 Tattariharju,""Kunnallisverotuksessa verotettava tulo e / henkilo"",.."
"091 385 Malmin lentokentta,""Asuntokunnat"",1024"
"091 385 Malmin lentokentta,""Henkilot"",2295"
"091 385 Malmin lentokentta,""Valtionveronalaiset tulot yhteensa 100 e"",594794"
"091 385 Malmin lentokentta,""Valtionveronalaiset tulot e / asuntokunta"",58085"
"091 385 Malmin lentokentta,""Valtionveronalaiset tulot e / henkilo"",25917"
"091 385 Malmin lentokentta,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",571875"
"091 385 Malmin lentokentta,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",55847"
"091 385 Malmin lentokentta,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",24918"
"091 385 Malmin lentokentta,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",464088"
"091 385 Malmin lentokentta,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",45321"
"091 385 Malmin lentokentta,""Kunnallisverotuksessa verotettava tulo e / henkilo"",20222"
"091 391 Tapaninvainio,""Asuntokunnat"",3520"
"091 391 Tapaninvainio,""Henkilot"",8104"
"091 391 Tapaninvainio,""Valtionveronalaiset tulot yhteensa 100 e"",2645755"
"091 391 Tapaninvainio,""Valtionveronalaiset tulot e / asuntokunta"",75163"
"091 391 Tapaninvainio,""Valtionveronalaiset tulot e / henkilo"",32648"
"091 391 Tapaninvainio,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",2426723"
"091 391 Tapaninvainio,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",68941"
"091 391 Tapaninvainio,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",29945"
"091 391 Tapaninvainio,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",2047486"
"091 391 Tapaninvainio,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",58167"
"091 391 Tapaninvainio,""Kunnallisverotuksessa verotettava tulo e / henkilo"",25265"
"091 392 Tapanila,""Asuntokunnat"",2977"
"091 392 Tapanila,""Henkilot"",6050"
"091 392 Tapanila,""Valtionveronalaiset tulot yhteensa 100 e"",1637209"
"091 392 Tapanila,""Valtionveronalaiset tulot e / asuntokunta"",54995"
"091 392 Tapanila,""Valtionveronalaiset tulot e / henkilo"",27061"
"091 392 Tapanila,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1571437"
"091 392 Tapanila,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",52786"
"091 392 Tapanila,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",25974"
"091 392 Tapanila,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",1282228"
"091 392 Tapanila,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",43071"
"091 392 Tapanila,""Kunnallisverotuksessa verotettava tulo e / henkilo"",21194"
"091 504 Suutarilan peruspiiri,""Asuntokunnat"",4977"
"091 504 Suutarilan peruspiiri,""Henkilot"",11219"
"091 504 Suutarilan peruspiiri,""Valtionveronalaiset tulot yhteensa 100 e"",2873118"
"091 504 Suutarilan peruspiiri,""Valtionveronalaiset tulot e / asuntokunta"",57728"
"091 504 Suutarilan peruspiiri,""Valtionveronalaiset tulot e / henkilo"",25609"
"091 504 Suutarilan peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",2741590"
"091 504 Suutarilan peruspiiri,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",55085"
"091 504 Suutarilan peruspiiri,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",24437"
"091 504 Suutarilan peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",2241341"
"091 504 Suutarilan peruspiiri,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",45034"
"091 504 Suutarilan peruspiiri,""Kunnallisverotuksessa verotettava tulo e / henkilo"",19978"
"091 401 Siltamaki,""Asuntokunnat"",3594"
"091 401 Siltamaki,""Henkilot"",7889"
"091 401 Siltamaki,""Valtionveronalaiset tulot yhteensa 100 e"",1898966"
"091 401 Siltamaki,""Valtionveronalaiset tulot e / asuntokunta"",52837"
"091 401 Siltamaki,""Valtionveronalaiset tulot e / henkilo"",24071"
"091 401 Siltamaki,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1823681"
"091 401 Siltamaki,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",50742"
"091 401 Siltamaki,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",23117"
"091 401 Siltamaki,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",1473239"
"091 401 Siltamaki,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",40992"
"091 401 Siltamaki,""Kunnallisverotuksessa verotettava tulo e / henkilo"",18675"
"091 403 Toyrynummi,""Asuntokunnat"",1383"
"091 403 Toyrynummi,""Henkilot"",3330"
"091 403 Toyrynummi,""Valtionveronalaiset tulot yhteensa 100 e"",974152"
"091 403 Toyrynummi,""Valtionveronalaiset tulot e / asuntokunta"",70438"
"091 403 Toyrynummi,""Valtionveronalaiset tulot e / henkilo"",29254"
"091 403 Toyrynummi,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",917909"
"091 403 Toyrynummi,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",66371"
"091 403 Toyrynummi,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",27565"
"091 403 Toyrynummi,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",768101"
"091 403 Toyrynummi,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",55539"
"091 403 Toyrynummi,""Kunnallisverotuksessa verotettava tulo e / henkilo"",23066"
"091 505 Puistolan peruspiiri,""Asuntokunnat"",8790"
"091 505 Puistolan peruspiiri,""Henkilot"",20175"
"091 505 Puistolan peruspiiri,""Valtionveronalaiset tulot yhteensa 100 e"",5630240"
"091 505 Puistolan peruspiiri,""Valtionveronalaiset tulot e / asuntokunta"",64053"
"091 505 Puistolan peruspiiri,""Valtionveronalaiset tulot e / henkilo"",27907"
"091 505 Puistolan peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",5093174"
"091 505 Puistolan peruspiiri,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",57943"
"091 505 Puistolan peruspiiri,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",25245"
"091 505 Puistolan peruspiiri,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",4181352"
"091 505 Puistolan peruspiiri,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",47569"
"091 505 Puistolan peruspiiri,""Kunnallisverotuksessa verotettava tulo e / henkilo"",20725"
"091 402 Tapulikaupunki,""Asuntokunnat"",4244"
"091 402 Tapulikaupunki,""Henkilot"",8889"
"091 402 Tapulikaupunki,""Valtionveronalaiset tulot yhteensa 100 e"",2335313"
"091 402 Tapulikaupunki,""Valtionveronalaiset tulot e / asuntokunta"",55026"
"091 402 Tapulikaupunki,""Valtionveronalaiset tulot e / henkilo"",26272"
"091 402 Tapulikaupunki,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1994406"
"091 402 Tapulikaupunki,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",46994"
"091 402 Tapulikaupunki,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",22437"
"091 402 Tapulikaupunki,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",1592596"
"091 402 Tapulikaupunki,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",37526"
"091 402 Tapulikaupunki,""Kunnallisverotuksessa verotettava tulo e / henkilo"",17916"
"091 411 Puistola,""Asuntokunnat"",2699"
"091 411 Puistola,""Henkilot"",6668"
"091 411 Puistola,""Valtionveronalaiset tulot yhteensa 100 e"",2069218"
"091 411 Puistola,""Valtionveronalaiset tulot e / asuntokunta"",76666"
"091 411 Puistola,""Valtionveronalaiset tulot e / henkilo"",31032"
"091 411 Puistola,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",1932543"
"091 411 Puistola,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",71602"
"091 411 Puistola,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",28982"
"091 411 Puistola,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",1631957"
"091 411 Puistola,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",60465"
"091 411 Puistola,""Kunnallisverotuksessa verotettava tulo e / henkilo"",24474"
"091 412 Heikinlaakso,""Asuntokunnat"",1115"
"091 412 Heikinlaakso,""Henkilot"",2992"
"091 412 Heikinlaakso,""Valtionveronalaiset tulot yhteensa 100 e"",848154"
"091 412 Heikinlaakso,""Valtionveronalaiset tulot e / asuntokunta"",76068"
"091 412 Heikinlaakso,""Valtionveronalaiset tulot e / henkilo"",28347"
"091 412 Heikinlaakso,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",794749"
"091 412 Heikinlaakso,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",71278"
"091 412 Heikinlaakso,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",26562"
"091 412 Heikinlaakso,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",660025"
"091 412 Heikinlaakso,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",59195"
"091 412 Heikinlaakso,""Kunnallisverotuksessa verotettava tulo e / henkilo"",22060"
"091 413 Tattarisuo,""Asuntokunnat"",.."
"091 413 Tattarisuo,""Henkilot"",.."
"091 413 Tattarisuo,""Valtionveronalaiset tulot yhteensa 100 e"",.."
"091 413 Tattarisuo,""Valtionveronalaiset tulot e / asuntokunta"",.."
"091 413 Tattarisuo,""Valtionveronalaiset tulot e / henkilo"",.."
"091 413 Tattarisuo,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 413 Tattarisuo,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 413 Tattarisuo,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",.."
"091 413 Tattarisuo,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",.."
"091 413 Tattarisuo,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",.."
"091 413 Tattarisuo,""Kunnallisverotuksessa verotettava tulo e / henkilo"",.."
"091 415 Alppikyla,""Asuntokunnat"",724"
"091 415 Alppikyla,""Henkilot"",1613"
"091 415 Alppikyla,""Valtionveronalaiset tulot yhteensa 100 e"",375051"
"091 415 Alppikyla,""Valtionveronalaiset tulot e / asuntokunta"",51803"
"091 415 Alppikyla,""Valtionveronalaiset tulot e / henkilo"",23252"
"091 415 Alppikyla,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",369247"
"091 415 Alppikyla,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",51001"
"091 415 Alppikyla,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",22892"
"091 415 Alppikyla,""Kunnallisverotuksessa verotettava tulo yhteensa 100 e"",295052"
"091 415 Alppikyla,""Kunnallisverotuksessa verotettava tulo e / asuntokunta"",40753"
"091 415 Alppikyla,""Kunnallisverotuksessa verotettava tulo e / henkilo"",18292"
"091 506 Jakomaen peruspiiri,""Asuntokunnat"",2908"
"091 506 Jakomaen peruspiiri,""Henkilot"",5647"
"091 506 Jakomaen peruspiiri,""Valtionveronalaiset tulot yhteensa 100 e"",1003140"
"091 506 Jakomaen peruspiiri,""Valtionveronalaiset tulot e / asuntokunta"",34496"
"091 506 Jakomaen peruspiiri,""Valtionveronalaiset tulot e / henkilo"",17764"
"091 506 Jakomaen peruspiiri,""Ansiotulot valtionverotuksessa yhteensa 100 e (Kunnallisveronalaiset tulot v.1993-95)"",986830"
"091 506 Jakomaen peruspiiri,""Ansiotulot valtionverotuksessa e / asuntokunta (Kunnallisveronalaiset tulot v.1993-95)"",33935"
"091 506 Jakomaen peruspiiri,""Ansiotulot valtionverotuksessa e / henkilo (Kunnallisveronalaiset tulot v.1993-95)"",17475"
